case_number,incident_datetime,incident_type,FCR,address_1,city,state,zip,created_at,updated_at,hour_of_day,day_of_week,Incident Block Location
C18040467,09/13/2018 03:30:00 PM,Other,377,11500 Block 320TH AVE NE,CARNATION,WA,98014,02/21/2019 12:09:00 AM,02/21/2019 12:10:00 AM,15,Thursday,POINT (-121.91218400000001 47.699783)
C19038495,10/05/2019 05:54:00 PM,Other,234,500 Block 5TH AVE S,SEATTLE,WA,98104,10/08/2019 03:45:00 PM,10/09/2019 08:17:00 PM,17,Saturday,POINT (-122.327684 47.598347)
C19044875,11/22/2019 09:43:00 PM,Theft from Vehicle,288,38000 Block 41ST PL S,AUBURN,WA,98001,11/27/2019 08:55:00 PM,12/11/2019 01:46:00 AM,21,Friday,POINT (-122.28289800000002 47.260549)
C19041604,10/01/2019 11:00:00 AM,Theft,330,13200 Block SE 161ST PL,RENTON,WA,98058,10/31/2019 05:25:00 PM,10/31/2019 06:57:00 PM,11,Tuesday,
C19040562,10/17/2019 07:50:00 PM,Other Sexual Offense,140,11000 Block EASTRIDGE DR NE,REDMOND,WA,98053,10/24/2019 05:26:00 PM,11/19/2019 03:09:00 AM,19,Thursday,POINT (-122.01804100000001 47.695788)
C19031440,08/17/2019 01:36:00 AM,Breaking & Entering,271,10200 Block 16TH AVE SW,SEATTLE,WA,98146,08/18/2019 12:06:00 PM,10/10/2019 07:07:00 PM,1,Saturday,POINT (-122.355103 47.511884)
C19032327,08/23/2019 04:57:00 PM,Death,222,25600 Block SE 149TH ST,ISSAQUAH,WA,98027,08/24/2019 10:15:00 PM,08/26/2019 07:27:00 PM,16,Friday,POINT (-121.999653 47.468419)
C19015276,04/21/2019 07:31:00 PM,Other,377,100 Block SW 112TH ST,SEATTLE,WA,98146,04/24/2019 10:53:00 AM,04/24/2019 09:38:00 PM,19,Sunday,POINT (-122.333823 47.503136)
C19034489,09/08/2019 02:17:00 PM,Other,511,6900 Block S 132ND ST,SEATTLE,WA,98178,09/09/2019 09:55:00 PM,09/09/2019 11:47:00 PM,14,Sunday,POINT (-122.24736 47.48528)
C18055178,12/25/2018 06:02:00 PM,Other,377,500 Block RAINIER AVE S,SEATTLE,WA,98144,02/21/2019 01:54:00 AM,02/21/2019 01:55:00 AM,18,Tuesday,POINT (-122.313402 47.598329)
C19042182,11/04/2019 02:53:00 AM,Other,371,14300 Block SE PETROVITSKY RD,RENTON,WA,98058,11/06/2019 07:06:00 PM,11/06/2019 08:57:00 PM,2,Monday,POINT (-122.149939 47.444471)
C19014893,04/18/2019 10:22:00 PM,Assault,101,VIRGINIA ST & 3RD AVE,SEATTLE,WA,98101,04/24/2019 06:35:00 AM,08/13/2019 06:29:00 PM,22,Thursday,POINT (-122.34090600000002 47.612387)
C19040938,10/25/2019 12:37:00 PM,Disorder,600,S WASHINGTON ST & 4TH AVE S,SEATTLE,WA,98104,10/28/2019 06:46:00 PM,10/28/2019 08:36:00 PM,12,Friday,POINT (-122.328973 47.600883)
C18040506,09/14/2018 06:05:00 PM,Other,511,SE 92ND ST & 428TH AVE SE,NORTH BEND,WA,98045,02/21/2019 12:09:00 AM,02/21/2019 12:10:00 AM,18,Friday,POINT (-121.76940299999998 47.51774)
C18051278,11/27/2018 09:06:00 PM,Traffic,406,12700 Block RENTON AVE S,SEATTLE,WA,98178,01/17/2019 07:31:00 PM,02/21/2019 01:22:00 AM,21,Tuesday,POINT (-122.23832800000001 47.489939)
C19019301,05/21/2019 09:53:00 AM,Breaking & Entering,274,42100 Block 212 AVE SE,ENUMCLAW,WA,98022,05/23/2019 12:41:00 AM,05/23/2019 03:25:00 PM,9,Tuesday,
C18049759,11/13/2018 01:33:00 PM,Other,503,31100 Block 3RD AVE,BLACK DIAMOND,WA,98010,01/17/2019 07:46:00 PM,02/21/2019 01:47:00 AM,13,Tuesday,POINT (-122.006631 47.322205)
C19045530,11/28/2019 08:04:00 AM,Theft from Vehicle,288,1000 Block S 99TH ST,SEATTLE,WA,98108,12/03/2019 04:45:00 PM,12/03/2019 06:36:00 PM,8,Thursday,POINT (-122.32102000000002 47.514785)
C19003425,01/24/2019 10:30:00 PM,Theft from Vehicle,288,S WALKER ST & 25TH AVE S,SEATTLE,WA,98144,02/21/2019 02:20:00 AM,02/21/2019 02:21:00 AM,22,Thursday,POINT (-122.300347 47.58365400000001)
C18045946,10/21/2018 04:46:00 PM,Other,371,23600 Block SE 225TH ST,KENT,WA,98038,01/17/2019 07:13:00 PM,02/21/2019 12:42:00 AM,16,Sunday,
C19022265,06/11/2019 03:45:00 PM,Assault,112,S HENDERSON ST & MARTIN L KING JR WAY S,SEATTLE,WA,98118,06/15/2019 06:36:00 AM,06/20/2019 01:07:00 AM,15,Tuesday,
C19015619,04/24/2019 08:27:00 AM,Assault,112,13400 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,04/25/2019 11:57:00 AM,04/25/2019 06:12:00 PM,8,Wednesday,POINT (-122.24803400000002 47.482827)
C19023260,06/16/2019 11:00:00 AM,Breaking & Entering,274,15100 Block NE 146TH PL,WOODINVILLE,WA,98072,06/20/2019 09:46:00 PM,10/01/2019 11:23:00 PM,11,Sunday,POINT (-122.13528300000002 47.734003)
C19017014,04/28/2019 05:30:00 PM,Breaking & Entering,274,10300 Block AQUA WAY S,SEATTLE,WA,98168,05/04/2019 05:55:00 PM,06/12/2019 11:37:00 PM,17,Sunday,POINT (-122.32842500000001 47.511056)
C19007669,02/27/2019 02:06:00 AM,Breaking & Entering,271,800 Block SW 116TH ST,SEATTLE,WA,98146,02/27/2019 03:54:00 PM,02/28/2019 10:27:00 PM,2,Wednesday,POINT (-122.34550300000001 47.499307)
C19030471,08/09/2019 10:38:00 PM,Assault,112,15500 Block 15TH AVE NE,SHORELINE,WA,98155,08/10/2019 10:15:00 AM,08/13/2019 09:26:00 PM,22,Friday,POINT (-122.312933 47.741218)
C19039013,10/08/2019 10:00:00 AM,Theft,330,22100 Block 276TH AVE SE,MAPLE VALLEY,WA,98038,10/18/2019 06:46:00 PM,10/18/2019 08:36:00 PM,10,Tuesday,POINT (-121.973498 47.403346)
C19043040,11/09/2019 06:20:00 PM,Theft from Vehicle,288,10800 Block 1ST AVE S,SEATTLE,WA,98168,11/12/2019 06:45:00 PM,11/12/2019 08:37:00 PM,18,Saturday,POINT (-122.33363400000002 47.506748)
C19033467,09/01/2019 03:43:00 AM,Property Crime,332,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,09/03/2019 04:45:00 PM,09/03/2019 06:36:00 PM,3,Sunday,POINT (-121.840364 47.516794)
C19001565,01/10/2019 04:50:00 PM,Other,236,20100 Block 276TH AVE SE,MAPLE VALLEY,WA,98038,01/12/2019 04:54:00 AM,02/21/2019 02:07:00 AM,16,Thursday,POINT (-121.97312700000002 47.421407)
C18040859,09/17/2018 04:45:00 AM,Breaking & Entering,274,12600 Block 57TH AVE S,SEATTLE,WA,98178,02/21/2019 12:11:00 AM,02/21/2019 12:12:00 AM,4,Monday,POINT (-122.26102300000001 47.489863)
C19019848,05/24/2019 11:47:00 PM,Other,232,14800 Block NE 172ND ST,WOODINVILLE,WA,98072,05/26/2019 03:19:00 AM,05/28/2019 11:46:00 PM,23,Friday,POINT (-122.141698 47.752594)
C18054189,12/18/2018 09:00:00 AM,Assault,112,1 Block AVE SE & N MERCER WAY,MERCER ISLAND,WA,98040,01/30/2019 05:45:00 PM,02/21/2019 02:29:00 AM,9,Tuesday,
C19014421,04/15/2019 02:34:00 PM,Theft of Vehicle,300,9600 Block 28TH AVE SW,SEATTLE,WA,98126,04/16/2019 10:07:00 PM,04/16/2019 11:57:00 PM,14,Monday,POINT (-122.368637 47.517422)
C19006778,01/11/2019 06:44:00 AM,Sexual Assault,146,18900 Block 47TH AVE S,SEATAC,WA,98188,09/17/2019 04:43:00 PM,09/18/2019 10:07:00 PM,6,Friday,POINT (-122.275292 47.433459)
C19038161,10/04/2019 10:19:00 PM,Community Policing,567,9900 Block 9TH AVE SW,SEATTLE,WA,98106,10/07/2019 05:25:00 PM,10/07/2019 07:17:00 PM,22,Friday,POINT (-122.346422 47.514662)
C19024320,06/26/2019 01:25:00 PM,Assault,101,500 Block S ROYAL BROUGHAM WAY,SEATTLE,WA,98104,06/26/2019 11:46:00 PM,06/27/2019 10:37:00 PM,13,Wednesday,POINT (-122.327553 47.592394)
C19022601,06/13/2019 07:00:00 PM,Property Crime,334,10600 Block 14TH AVE SW,SEATTLE,WA,98146,06/15/2019 04:56:00 AM,06/17/2019 08:18:00 PM,19,Thursday,POINT (-122.351782 47.507256)
C18050719,11/23/2018 07:50:00 PM,Fire,452,16500 Block MINK RD NE,WOODINVILLE,WA,98077,01/17/2019 07:32:00 PM,02/21/2019 01:26:00 AM,19,Friday,POINT (-122.063389 47.747475)
C18040361,09/12/2018 01:39:00 PM,Other,510,1 Block AVE S & S JACKSON ST,SEATTLE,WA,98104,01/17/2019 06:50:00 PM,02/21/2019 12:10:00 AM,13,Wednesday,
C19011298,03/24/2019 11:15:00 PM,Other,511,500 Block S LANDER ST,SEATTLE,WA,98134,03/27/2019 04:45:00 AM,03/28/2019 08:44:00 PM,23,Sunday,POINT (-122.326955 47.579812)
C18044958,10/15/2018 02:53:00 AM,Traffic,404,I,SNOQUALMIE,WA,,01/17/2019 07:10:00 PM,02/21/2019 12:37:00 AM,2,Monday,
C18042381,09/27/2018 04:30:00 PM,Other Sexual Offense,212,13200 Block AURORA AVE N,SEATTLE,WA,98133,02/21/2019 12:23:00 AM,02/21/2019 12:25:00 AM,16,Thursday,POINT (-122.344975 47.725069000000005)
C19030096,08/06/2019 09:00:00 AM,Other,324,22300 Block SE 231ST ST,MAPLE VALLEY,WA,98038,08/12/2019 10:42:00 PM,08/13/2019 12:45:00 AM,9,Tuesday,POINT (-122.044384 47.394519)
C18052399,12/05/2018 03:31:00 PM,Other,324,23000 Block MILITARY RD S,KENT,WA,98032,02/21/2019 01:27:00 AM,02/21/2019 01:28:00 AM,15,Wednesday,POINT (-122.28894899999999 47.39441600000001)
C19030790,08/12/2019 06:45:00 PM,Assault,112,SW 180TH ST & VASHON HWY SW,VASHON,WA,98070,08/13/2019 07:56:00 PM,08/14/2019 04:47:00 PM,18,Monday,POINT (-122.460493 47.443764)
C18038338,08/30/2018 03:10:00 PM,Other,504,1 Block AVE & BELL ST,SEATTLE,WA,98121,02/20/2019 11:57:00 PM,02/20/2019 11:58:00 PM,15,Thursday,
C19003661,01/26/2019 04:00:00 PM,Theft of Vehicle,300,10200 Block 18TH AVE SW,SEATTLE,WA,98146,02/03/2019 08:54:00 PM,02/21/2019 02:34:00 AM,16,Saturday,POINT (-122.35733500000002 47.510953)
C19015138,04/20/2019 02:45:00 PM,Theft from Vehicle,288,30500 Block SE MUD MOUNTAIN RD,ENUMCLAW,WA,98022,04/21/2019 04:49:00 PM,06/12/2019 09:37:00 PM,14,Saturday,POINT (-121.93404700000002 47.148997)
C19034068,09/05/2019 11:50:00 AM,Other,322,S FOREST ST & OCCIDENTAL AVE S,SEATTLE,WA,98134,09/10/2019 05:26:00 PM,09/10/2019 07:17:00 PM,11,Thursday,POINT (-122.33325999999998 47.577705)
C18040422,09/11/2018 11:00:00 AM,Theft,287,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,02/21/2019 12:09:00 AM,02/21/2019 12:10:00 AM,11,Tuesday,POINT (-121.840364 47.516794)
C18039698,09/09/2018 05:01:00 PM,Robbery,125,9600 Block 28TH AVE SW,SEATTLE,WA,98126,01/17/2019 06:53:00 PM,02/21/2019 12:13:00 AM,17,Sunday,POINT (-122.368637 47.517422)
C19026984,12/31/2017 12:00:00 AM,Other Sexual Offense,147,800 Block S 112TH ST,SEATTLE,WA,98168,08/29/2019 05:25:00 PM,08/29/2019 07:18:00 PM,0,Sunday,POINT (-122.323148 47.503038)
C18038211,08/27/2018 05:00:00 PM,Theft from Vehicle,312,32600 Block 343RD AVE SE,RAVENSDALE,WA,98051,01/17/2019 06:41:00 PM,02/20/2019 11:53:00 PM,17,Monday,POINT (-121.88589 47.30893600000001)
C18034367,07/23/2018 02:00:00 PM,Theft,284,24000 Block SE TIGER MOUNTAIN RD,ISSAQUAH,WA,98027,01/10/2019 11:51:00 PM,02/20/2019 11:32:00 PM,14,Monday,POINT (-122.02057500000001 47.474506)
C18044791,10/12/2018 11:00:00 PM,Property Crime,334,36600 Block 32ND AVE S,AUBURN,WA,98001,01/17/2019 07:10:00 PM,02/21/2019 12:36:00 AM,23,Friday,POINT (-122.292358 47.273148)
C18052509,11/29/2018 08:19:00 AM,Other,504,15100 Block 65TH AVE S,TUKWILA,WA,98188,01/17/2019 07:34:00 PM,02/26/2019 11:06:00 PM,8,Thursday,POINT (-122.254137 47.467271)
C19034819,09/09/2019 11:00:00 PM,Theft from Vehicle,288,19800 Block 142ND PL SE,RENTON,WA,98058,09/11/2019 10:36:00 PM,09/12/2019 12:30:00 AM,23,Monday,POINT (-122.15102900000001 47.424401)
C18050546,11/19/2018 08:53:00 PM,Community Policing,561,10600 Block 1ST AVE S,SEATTLE,WA,98168,01/17/2019 07:28:00 PM,02/21/2019 01:17:00 AM,20,Monday,POINT (-122.33363800000001 47.507773)
C19030331,08/09/2019 04:18:00 AM,Breaking & Entering,274,29000 Block 215TH PL SE,KENT,WA,98042,08/11/2019 07:55:00 AM,11/14/2019 01:07:00 AM,4,Friday,POINT (-122.05451100000002 47.342786)
C18034966,08/07/2018 12:21:00 PM,Other,371,100 Block S 108TH ST,SEATTLE,WA,98168,01/10/2019 11:54:00 PM,02/20/2019 11:35:00 PM,12,Tuesday,POINT (-122.33363400000002 47.506748)
C19039410,10/14/2019 09:00:00 AM,Other,511,400 Block 4TH AVE N,KENT,WA,98032,10/18/2019 06:46:00 PM,10/18/2019 08:37:00 PM,9,Monday,POINT (-122.23734599999999 47.384732)
C18039713,09/09/2018 07:54:00 PM,Traffic,404,NEAL RD SE & FALL CITY,FALL CITY,WA,98024,01/17/2019 06:48:00 PM,02/21/2019 12:04:00 AM,19,Sunday,
C19026091,07/09/2019 08:22:00 PM,Property Crime,334,4600 Block S 291ST ST,AUBURN,WA,98001,07/11/2019 01:15:00 AM,08/06/2019 10:24:00 PM,20,Tuesday,POINT (-122.275118 47.340798)
C18045447,10/18/2018 09:44:00 AM,Property Crime,332,9600 Block 28TH AVE SW,SEATTLE,WA,98126,01/17/2019 07:13:00 PM,02/21/2019 12:42:00 AM,9,Thursday,POINT (-122.368637 47.517422)
C19007587,02/26/2019 01:36:00 PM,Traffic,427,SE 272 & EB ON RAMP TO HWY 18,COVINGTON,WA,,02/27/2019 05:24:00 AM,02/28/2019 11:08:00 PM,13,Tuesday,
C19022372,06/12/2019 12:00:00 PM,Breaking & Entering,274,25500 Block SE 224TH ST,MAPLE VALLEY,WA,98038,06/13/2019 09:06:00 PM,06/13/2019 11:17:00 PM,12,Wednesday,POINT (-122.00062399999999 47.40106)
C19015289,04/21/2019 08:42:00 PM,Death,222,29500 Block 32ND PL S,AUBURN,WA,98001,04/23/2019 03:11:00 AM,04/23/2019 08:41:00 PM,20,Sunday,POINT (-122.29149500000001 47.337298)
C19024253,06/25/2019 10:24:00 PM,Other,162,7000 Block S 116TH PL,SEATTLE,WA,98178,06/27/2019 11:36:00 AM,06/27/2019 05:17:00 PM,22,Tuesday,POINT (-122.245648 47.498156)
C19033999,09/04/2019 11:45:00 PM,Other,504,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,09/06/2019 03:26:00 PM,09/06/2019 05:17:00 PM,23,Wednesday,POINT (-121.840364 47.516794)
C19026683,07/13/2019 11:58:00 PM,Other,162,9400 Block 222ND AVE NE,REDMOND,WA,98053,07/15/2019 05:25:00 AM,07/15/2019 05:17:00 PM,23,Saturday,POINT (-122.04454399999999 47.684009)
C19028739,07/28/2019 08:00:00 PM,Assault,112,10000 Block 25TH AVE SW,SEATTLE,WA,98146,07/29/2019 08:15:00 AM,07/29/2019 04:56:00 PM,20,Sunday,POINT (-122.364557 47.513703)
C19041744,10/31/2019 09:50:00 AM,Theft from Vehicle,288,11600 Block W SNOQUALMIE VALLEY RD NE,CARNATION,WA,98014,11/01/2019 06:19:00 PM,11/14/2019 11:37:00 PM,9,Thursday,POINT (-122.001998 47.701666)
C19031732,08/19/2019 07:26:00 PM,Other,422,SW ROXBURY ST & 4TH AVE SW,WHITE CENTER,WA,98106,08/21/2019 10:55:00 PM,08/22/2019 06:08:00 PM,19,Monday,POINT (-122.34016 47.517386)
C19022497,06/13/2019 11:45:00 AM,Other,503,400 Block 25 AVE S,SEATTLE,WA,98144,06/19/2019 06:06:00 PM,06/19/2019 09:37:00 PM,11,Thursday,POINT (-122.29989300000001 47.599263)
C18036464,08/17/2018 07:00:00 AM,Breaking & Entering,274,17200 Block SE 142ND ST,RENTON,WA,98059,01/11/2019 12:08:00 AM,02/20/2019 11:45:00 PM,7,Friday,POINT (-122.11069400000001 47.475237)
C18031626,07/16/2018 04:27:00 PM,Death,222,37600 Block 192ND AVE SE,AUBURN,WA,98092,01/10/2019 07:58:00 PM,02/20/2019 11:14:00 PM,16,Monday,POINT (-122.086423 47.26362)
C18055566,12/28/2018 08:23:00 PM,Other,371,9600 Block 14TH AVE SW,SEATTLE,WA,98106,02/21/2019 01:52:00 AM,02/21/2019 01:53:00 AM,20,Friday,POINT (-122.352879 47.516531)
C19023211,06/18/2019 02:15:00 PM,Other,511,29300 Block 45TH PL S,AUBURN,WA,98001,06/19/2019 02:06:00 AM,06/19/2019 05:37:00 PM,14,Tuesday,POINT (-122.277691 47.339077)
C18047777,11/02/2018 01:32:00 PM,Missing Person,563,S WASHINGTON ST & 4TH AVE S,SEATTLE,WA,98104,01/17/2019 07:20:00 PM,02/21/2019 12:59:00 AM,13,Friday,POINT (-122.328973 47.600883)
C19039484,10/15/2019 06:00:00 AM,Other,232,12300 Block 80TH AVE S,SEATTLE,WA,98178,10/15/2019 07:55:00 PM,10/15/2019 09:50:00 PM,6,Tuesday,POINT (-122.232939 47.493372)
C19036003,09/19/2019 01:11:00 PM,Other,422,20000 Block ORILLIA RD S,KENT,WA,98032,09/23/2019 04:56:00 PM,10/04/2019 06:27:00 PM,13,Thursday,
C19011952,03/29/2019 12:45:00 AM,Disorder,600,1 Block AVE S & S ATLANTIC ST,SEATTLE,WA,98134,03/29/2019 10:58:00 AM,03/29/2019 05:27:00 PM,0,Friday,
C19018538,05/15/2019 12:48:00 PM,Assault,160,12800 Block 80TH PL S,SEATTLE,WA,98178,05/17/2019 03:18:00 AM,05/18/2019 12:52:00 PM,12,Wednesday,
C19047069,12/09/2019 03:16:00 PM,Other,377,500 Block 3RD AVE,SEATTLE,WA,98104,12/18/2019 12:26:00 AM,12/18/2019 12:37:00 AM,15,Monday,POINT (-122.330777 47.602031)
C18039174,09/05/2018 03:19:00 PM,Other,234,37600 Block 47TH AVE S,AUBURN,WA,98001,01/17/2019 06:45:00 PM,02/21/2019 12:00:00 AM,15,Wednesday,POINT (-122.276247 47.263379)
C19031053,08/13/2019 12:00:00 AM,Other,503,8100 Block 34TH AVE SW,SEATTLE,WA,98126,08/15/2019 05:55:00 PM,09/05/2019 08:47:00 PM,0,Tuesday,POINT (-122.375278 47.529935)
C18050625,11/22/2018 11:55:00 PM,Traffic,424,RAINIER AVE S & 75TH AVE S,SEATTLE,WA,98178,01/17/2019 07:28:00 PM,02/21/2019 01:17:00 AM,23,Thursday,POINT (-122.241091 47.510976)
C18033523,07/29/2018 12:44:00 AM,Property Crime,332,3400 Block S STAR LAKE RD,AUBURN,WA,98001,01/10/2019 11:50:00 PM,02/20/2019 11:31:00 PM,0,Sunday,
C18031800,07/16/2018 08:50:00 PM,Other,236,17200 Block 140TH AVE SE,RENTON,WA,98058,01/11/2019 12:02:00 AM,02/20/2019 11:40:00 PM,20,Monday,POINT (-122.15406700000001 47.448529)
C19000269,01/02/2019 11:04:00 PM,Other,511,17000 Block 140TH AVE SE,RENTON,WA,98058,02/21/2019 01:56:00 AM,02/21/2019 01:57:00 AM,23,Wednesday,POINT (-122.154018 47.449714)
C19029622,08/04/2019 04:30:00 AM,Breaking & Entering,271,9800 Block 16TH AVE SW,SEATTLE,WA,98106,08/04/2019 06:36:00 PM,08/15/2019 08:37:00 PM,4,Sunday,POINT (-122.355148 47.515558)
C19003360,01/24/2019 01:58:00 PM,Other,511,1 Block AVE & VIRGINIA ST,SEATTLE,WA,98101,02/01/2019 03:24:00 AM,02/21/2019 02:32:00 AM,13,Thursday,
C19013306,04/06/2019 11:45:00 AM,Theft,284,31200 Block 168TH WAY SE,AUBURN,WA,98092,04/09/2019 06:35:00 PM,04/11/2019 04:28:00 AM,11,Saturday,POINT (-122.115854 47.321739)
C19036990,09/26/2019 02:20:00 PM,Other Sexual Offense,212,13500 Block AURORA AVE N,SEATTLE,WA,98133,10/03/2019 11:15:00 PM,10/04/2019 01:06:00 AM,14,Thursday,POINT (-122.34501099999999 47.727879)
C19036104,09/19/2019 09:30:00 PM,Theft of Vehicle,300,14100 Block SE 177TH ST,RENTON,WA,98058,09/25/2019 04:15:00 PM,09/25/2019 06:14:00 PM,21,Thursday,POINT (-122.152804 47.443837)
C19010307,03/18/2019 03:11:00 AM,Traffic,424,1 Block AVE S & MYERS WAY S,SEATTLE,WA,98104,03/18/2019 12:07:00 PM,03/18/2019 04:57:00 PM,3,Monday,
C18051020,11/24/2018 11:59:00 PM,Other,315,1600 Block S 93RD ST,SEATTLE,WA,98108,02/21/2019 01:38:00 AM,02/21/2019 01:39:00 AM,23,Saturday,POINT (-122.31191499999998 47.520306)
C19008872,03/07/2019 12:19:00 AM,Other,504,10200 Block 1ST AVE NE,SEATTLE,WA,98125,03/07/2019 10:17:00 AM,03/07/2019 05:57:00 PM,0,Thursday,POINT (-122.32850999999998 47.70236500000001)
C19042669,11/07/2019 07:55:00 AM,Other,371,21600 Block NE 133RD ST,WOODINVILLE,WA,98077,11/12/2019 11:46:00 PM,11/13/2019 01:37:00 AM,7,Thursday,POINT (-122.04993900000001 47.718601)
C19008601,03/04/2019 12:00:00 PM,Assault,160,15800 Block NE 165TH ST,WOODINVILLE,WA,98072,03/06/2019 02:46:00 PM,03/25/2019 11:47:00 PM,12,Monday,POINT (-122.12869399999998 47.747282)
C19008706,03/06/2019 12:28:00 AM,Other,371,3600 Block SOUTHCENTER BLVD,TUKWILA,WA,98188,03/08/2019 10:56:00 AM,03/08/2019 06:09:00 PM,0,Wednesday,POINT (-122.287086 47.465157)
C18040474,09/14/2018 03:08:00 PM,Other,377,21400 Block 276TH AVE SE,MAPLE VALLEY,WA,98038,01/17/2019 06:54:00 PM,02/21/2019 12:16:00 AM,15,Friday,POINT (-121.973463 47.409824)
C19011890,03/27/2019 07:30:00 PM,Assault with Deadly Weapon,103,1300 Block SW 102ND ST,SEATTLE,WA,98146,03/29/2019 11:45:00 PM,05/15/2019 11:56:00 PM,19,Wednesday,POINT (-122.351299 47.511931)
C18050176,11/19/2018 03:32:00 PM,Vehicle Recovery,311,10900 Block RAINIER AVE S,SEATTLE,WA,98178,01/17/2019 07:28:00 PM,02/21/2019 01:16:00 AM,15,Monday,POINT (-122.22884500000002 47.505084)
C19009495,03/11/2019 07:20:00 PM,Breaking & Entering,274,2600 Block S 375TH PL,FEDERAL WAY,WA,98003,03/12/2019 09:16:00 PM,03/26/2019 10:17:00 PM,19,Monday,POINT (-122.30275700000001 47.265035)
C18049228,11/12/2018 04:00:00 PM,Other,371,43700 Block SE 150TH ST,NORTH BEND,WA,98045,01/17/2019 07:25:00 PM,02/21/2019 01:10:00 AM,16,Monday,POINT (-121.757637 47.465134)
C19006820,02/20/2019 10:53:00 PM,Vehicle Recovery,311,9500 Block 132ND AVE SE,RENTON,WA,98059,02/22/2019 05:14:00 AM,02/22/2019 03:56:00 PM,22,Wednesday,
C18044703,10/12/2018 07:17:00 PM,Vehicle Recovery,311,S 104TH ST & 1ST AVE S,WHITE CENTER,WA,98168,01/17/2019 07:10:00 PM,02/21/2019 12:36:00 AM,19,Friday,POINT (-122.33363100000001 47.510366)
C19027098,07/16/2019 10:00:00 PM,Other,371,12000 Block SW 266TH LN,VASHON,WA,98070,07/17/2019 08:05:00 AM,07/17/2019 11:56:00 PM,22,Tuesday,POINT (-122.49036500000001 47.36276)
C19030203,08/08/2019 08:41:00 AM,Other,510,5100 Block S 288TH ST,AUBURN,WA,98001,08/08/2019 06:28:00 PM,08/08/2019 08:07:00 PM,8,Thursday,POINT (-122.27020400000002 47.343417)
C18054197,12/17/2018 10:00:00 PM,Theft from Vehicle,288,13800 Block 152ND AVE SE,RENTON,WA,98059,01/17/2019 07:44:00 PM,02/21/2019 01:41:00 AM,22,Monday,POINT (-122.137578 47.479296)
C19019563,04/15/2019 12:00:00 AM,Other,511,4800 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,05/23/2019 02:04:00 PM,05/24/2019 08:53:00 AM,0,Monday,POINT (-122.292278 47.559315)
C18035527,08/10/2018 03:33:00 PM,Other,377,500 Block S ROYAL BROUGHAM WAY,SEATTLE,WA,98104,01/10/2019 11:58:00 PM,02/20/2019 11:37:00 PM,15,Friday,POINT (-122.327553 47.592394)
C19021177,06/03/2019 05:52:00 PM,Other,503,20600 Block 231ST AVE SE,MAPLE VALLEY,WA,98038,06/16/2019 07:46:00 PM,06/17/2019 10:57:00 PM,17,Monday,POINT (-122.03320999999998 47.417267)
C18043491,10/04/2018 03:18:00 PM,Other,511,FALL CITY,FALL CITY,WA,98024,02/21/2019 12:28:00 AM,02/21/2019 12:29:00 AM,15,Thursday,
C19039690,10/16/2019 01:07:00 PM,Other,511,1 Block & S LANE ST,SEATTLE,WA,,10/17/2019 03:55:00 PM,10/17/2019 05:47:00 PM,13,Wednesday,
C19012749,04/03/2019 09:15:00 AM,Theft from Vehicle,288,10400 Block 9TH AVE SW,SEATTLE,WA,98146,04/04/2019 05:12:00 PM,04/04/2019 10:27:00 PM,9,Wednesday,POINT (-122.346134 47.509013)
C18031739,07/17/2018 12:30:00 PM,Theft,284,12100 Block SW COVE RD,VASHON,WA,98070,01/10/2019 08:03:00 PM,02/20/2019 11:18:00 PM,12,Tuesday,
C19009959,03/15/2019 03:47:00 AM,Theft from Vehicle,288,14100 Block SE 195TH PL,RENTON,WA,98058,03/16/2019 12:06:00 PM,03/18/2019 09:19:00 PM,3,Friday,POINT (-122.152201 47.427424)
C19003019,01/22/2019 04:30:00 AM,Theft from Vehicle,288,9800 Block 16TH AVE SW,SEATTLE,WA,98106,02/21/2019 02:17:00 AM,02/21/2019 02:18:00 AM,4,Tuesday,POINT (-122.355148 47.515558)
C18041853,09/24/2018 09:00:00 AM,Other,377,500 Block 3RD AVE,SEATTLE,WA,98104,01/17/2019 06:56:00 PM,02/21/2019 12:18:00 AM,9,Monday,POINT (-122.330777 47.602031)
C19012707,04/03/2019 09:00:00 AM,Other,165,37900 Block AUBURN ENUMCLAW RD SE,AUBURN,WA,98092,04/18/2019 05:36:00 PM,04/18/2019 07:37:00 PM,9,Wednesday,POINT (-122.13339200000001 47.261441)
C19045878,12/01/2019 05:50:00 PM,Other,511,12800 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,12/03/2019 09:15:00 PM,12/03/2019 11:07:00 PM,17,Sunday,POINT (-122.259343 47.488325)
C19021865,06/08/2019 08:26:00 PM,Weapons Offense,230,18800 Block 637TH AVE NE,GOLD BAR,WA,98251,06/10/2019 12:26:00 AM,06/27/2019 07:07:00 PM,20,Saturday,POINT (-121.484414 47.765902)
C19046321,11/25/2019 12:00:00 AM,Other,503,1700 Block SUMMIT AVE,SEATTLE,WA,98122,12/09/2019 11:55:00 PM,12/10/2019 01:46:00 AM,0,Monday,POINT (-122.325553 47.616515)
