case_number,incident_datetime,incident_type,FCR,address_1,city,state,zip,created_at,updated_at,hour_of_day,day_of_week,Incident Block Location
C18027582,06/20/2018 02:32:00 AM,Breaking & Entering,271,17200 Block VASHON HWY SW,VASHON,WA,98070,02/21/2019 02:00:00 AM,02/21/2019 02:01:00 AM,2,Wednesday,POINT (-122.46047300000001 47.450547)
C19042191,11/03/2019 11:00:00 PM,Theft of Vehicle,300,1000 Block S 102ND ST,SEATTLE,WA,98168,11/05/2019 06:35:00 PM,11/07/2019 10:27:00 PM,23,Sunday,POINT (-122.32015000000001 47.512097)
C19040992,10/24/2019 11:45:00 PM,Theft,284,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,10/28/2019 07:35:00 PM,10/28/2019 09:27:00 PM,23,Thursday,POINT (-121.840364 47.516794)
C18047254,10/26/2018 11:00:00 PM,Assault,111,23500 Block SE 436TH ST,ENUMCLAW,WA,98022,01/17/2019 07:18:00 PM,02/21/2019 12:56:00 AM,23,Friday,POINT (-122.02771 47.210163)
C19027608,07/20/2019 07:30:00 PM,Other,504,2100 Block AUBURN WAY S,AUBURN,WA,98002,07/22/2019 05:46:00 PM,07/22/2019 07:07:00 PM,19,Saturday,POINT (-122.20969300000002 47.292323)
C19027004,07/15/2019 04:36:00 PM,Breaking & Entering,271,23600 Block MILITARY RD S,KENT,WA,98032,07/18/2019 10:46:00 PM,10/11/2019 07:38:00 PM,16,Monday,POINT (-122.286505 47.390444)
C19043203,11/11/2019 02:03:00 PM,Vehicle Recovery,311,10200 Block DES MOINES MEMORIAL DR S,SEATTLE,WA,98168,11/13/2019 12:18:00 AM,11/13/2019 02:07:00 AM,14,Monday,POINT (-122.307154 47.511286)
C19011733,03/27/2019 03:34:00 PM,Vehicle Recovery,311,17200 Block 140TH AVE SE,RENTON,WA,98058,03/28/2019 01:15:00 AM,03/28/2019 06:12:00 PM,15,Wednesday,POINT (-122.15406700000001 47.448529)
C19037049,09/26/2019 01:20:00 PM,Breaking & Entering,274,10100 Block 8TH AVE S,SEATTLE,WA,98168,09/27/2019 05:26:00 PM,09/27/2019 07:17:00 PM,13,Thursday,POINT (-122.323307 47.512947)
C19022463,06/04/2019 09:29:00 AM,Other,234,21400 Block SE FALCON WAY,KENT,WA,98042,06/15/2019 12:56:00 PM,06/20/2019 05:17:00 PM,9,Tuesday,POINT (-122.057016 47.332404)
C18043155,10/02/2018 11:00:00 AM,Theft,284,200 Block YESLER WAY,SEATTLE,WA,98104,02/21/2019 12:23:00 AM,02/21/2019 12:25:00 AM,11,Tuesday,POINT (-122.331177 47.601712)
C18050102,11/19/2018 10:34:00 AM,Theft of Vehicle,300,4800 Block S 302ND LN,AUBURN,WA,98001,01/17/2019 07:28:00 PM,02/21/2019 01:17:00 AM,10,Monday,POINT (-122.27354600000001 47.329869)
C18033934,07/31/2018 03:00:00 PM,Other,504,500 Block 3RD AVE,SEATTLE,WA,98104,01/17/2019 05:59:00 PM,02/20/2019 11:51:00 PM,15,Tuesday,POINT (-122.330777 47.602031)
C19012009,03/27/2019 12:00:00 AM,Assault,160,12900 Block 158TH AVE SE,RENTON,WA,98059,04/02/2019 05:58:00 PM,04/03/2019 03:18:00 AM,0,Wednesday,POINT (-122.129824 47.486915)
C19014668,04/17/2019 12:00:00 PM,Breaking & Entering,274,19400 Block NE 179TH ST,WOODINVILLE,WA,98077,04/18/2019 06:19:00 PM,06/12/2019 08:27:00 PM,12,Wednesday,POINT (-122.07768200000001 47.757697)
C19037605,10/01/2019 09:37:00 AM,Other,360,23800 Block SE 216TH ST,MAPLE VALLEY,WA,98038,10/02/2019 04:35:00 PM,10/02/2019 06:27:00 PM,9,Tuesday,POINT (-122.02415499999998 47.408332)
C19000955,01/08/2019 01:39:00 AM,Traffic,424,4300 Block WAY,CARNATION,WA,98014,01/10/2019 07:12:00 PM,02/21/2019 02:03:00 AM,1,Tuesday,
C18046620,10/25/2018 09:11:00 PM,Community Policing,627,2700 Block BEACON AVE S,SEATTLE,WA,98144,01/17/2019 07:15:00 PM,02/21/2019 12:49:00 AM,21,Thursday,POINT (-122.312028 47.57908)
C19025461,07/05/2019 08:34:00 AM,Theft,287,9600 Block 15TH AVE SW,SEATTLE,WA,98106,07/08/2019 10:45:00 PM,07/09/2019 12:36:00 AM,8,Friday,POINT (-122.35401800000001 47.51706600000001)
C19000106,01/01/2019 07:27:00 PM,Property Crime,334,UNIVERSITY WAY NE & NE CAMPUS PKWY,SEATTLE,WA,98105,02/21/2019 01:55:00 AM,02/21/2019 01:56:00 AM,19,Tuesday,POINT (-122.31326600000001 47.656203)
C19033148,08/29/2019 03:20:00 PM,Other,162,11000 Block 24TH PL SW,SEATTLE,WA,98146,08/30/2019 07:06:00 PM,08/30/2019 08:57:00 PM,15,Thursday,POINT (-122.363328 47.504465)
C19008304,03/03/2019 10:20:00 AM,Vehicle Recovery,311,10100 Block 15TH AVE S,SEATTLE,WA,98168,03/04/2019 01:06:00 PM,03/05/2019 05:18:00 PM,10,Sunday,POINT (-122.313667 47.51289)
C19032171,08/22/2019 02:51:00 PM,Traffic,424,4500 Block ISSAQUAH,SAMMAMISH,WA,,08/24/2019 12:06:00 AM,08/26/2019 07:49:00 PM,14,Thursday,
C19004184,05/01/2018 08:00:00 AM,Other,236,31300 Block NE 108TH ST,CARNATION,WA,98014,01/31/2019 02:14:00 PM,02/21/2019 02:32:00 AM,8,Tuesday,POINT (-121.921061 47.694482)
C19041176,10/27/2019 02:46:00 PM,Other,324,7400 Block S 116TH ST,SEATTLE,WA,98178,10/28/2019 03:46:00 PM,10/28/2019 05:37:00 PM,14,Sunday,POINT (-122.24094600000001 47.498875)
C19041554,10/30/2019 02:24:00 AM,Drugs,200,27200 Block MILITARY RD S,KING COUNTY,WA,98001,10/30/2019 03:05:00 PM,10/30/2019 04:58:00 PM,2,Wednesday,POINT (-122.292991 47.356934)
C18033289,07/26/2018 02:30:00 PM,Theft from Vehicle,288,15000 Block SE 117TH ST,RENTON,WA,98059,01/10/2019 11:50:00 PM,02/20/2019 11:31:00 PM,14,Thursday,POINT (-122.14000000000001 47.49816)
C18036501,08/13/2018 04:57:00 PM,Other Sexual Offense,150,4000 Block S 128TH ST,TUKWILA,WA,98168,01/17/2019 07:31:00 PM,02/21/2019 01:22:00 AM,16,Monday,POINT (-122.283624 47.489011)
C19032130,08/22/2019 09:30:00 AM,Other,510,9600 Block 15TH AVE SW,SEATTLE,WA,98106,08/22/2019 11:05:00 PM,08/23/2019 05:37:00 PM,9,Thursday,POINT (-122.35401800000001 47.51706600000001)
C19038272,10/05/2019 09:44:00 PM,Death,222,29700 Block SE 318TH ST,BLACK DIAMOND,WA,98010,10/08/2019 05:26:00 PM,11/07/2019 11:06:00 PM,21,Saturday,POINT (-121.947022 47.315148)
C18032201,07/19/2018 10:00:00 PM,Theft from Vehicle,288,38000 Block 36TH PL S,AUBURN,WA,98001,01/10/2019 11:37:00 PM,02/20/2019 11:21:00 PM,22,Thursday,POINT (-122.28793100000001 47.260867)
C19015203,04/21/2019 07:01:00 AM,Other,377,SW 107TH ST & 16TH AVE SW,WHITE CENTER,WA,98146,04/21/2019 03:12:00 PM,04/22/2019 07:25:00 PM,7,Sunday,POINT (-122.355106 47.507096)
C19013679,04/10/2019 06:35:00 AM,Theft from Vehicle,288,10200 Block 1ST AVE SW,SEATTLE,WA,98146,04/10/2019 06:57:00 PM,04/11/2019 01:56:00 AM,6,Wednesday,POINT (-122.33536300000002 47.511195)
C19044083,11/18/2019 12:53:00 AM,Other,510,15800 Block SE 240TH ST,KENT,WA,98042,11/18/2019 09:15:00 PM,11/18/2019 10:37:00 PM,0,Monday,POINT (-122.12960200000002 47.386902)
C19020911,06/01/2019 10:26:00 PM,Other,377,22600 Block 265TH AVE SE,MAPLE VALLEY,WA,98038,06/03/2019 11:06:00 AM,06/03/2019 06:06:00 PM,22,Saturday,POINT (-121.98820800000001 47.399289)
C18045032,10/15/2018 03:00:00 PM,Other,503,500 Block 4TH AVE,SEATTLE,WA,98104,01/17/2019 07:11:00 PM,02/21/2019 12:39:00 AM,15,Monday,POINT (-122.329975 47.602883)
C18037828,08/27/2018 02:56:00 AM,Other,325,14400 Block SE 192ND ST,RENTON,WA,98058,01/17/2019 06:40:00 PM,02/20/2019 11:52:00 PM,2,Monday,POINT (-122.150119 47.430349)
C18044747,10/13/2018 06:40:00 AM,Traffic,412,19600 Block SE PETROVITSKY RD,RENTON,WA,98058,01/17/2019 07:10:00 PM,02/21/2019 12:37:00 AM,6,Saturday,POINT (-122.08029099999999 47.42163)
C18047917,11/03/2018 11:56:00 AM,Weapons Offense,228,16300 Block SE RENTON,RENTON,WA,,01/17/2019 07:20:00 PM,02/21/2019 01:00:00 AM,11,Saturday,
C19015306,04/22/2019 01:48:00 AM,Assault,111,1400 Block S 103RD ST,SEATTLE,WA,98168,04/22/2019 02:37:00 PM,04/22/2019 05:05:00 PM,1,Monday,POINT (-122.31494400000001 47.511292)
C18038923,09/03/2018 10:00:00 PM,Property Crime,334,13400 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,01/17/2019 06:45:00 PM,02/21/2019 12:00:00 AM,22,Monday,POINT (-122.24803400000002 47.482827)
C19030944,08/13/2019 04:30:00 PM,Property Crime,334,4100 Block FALL CITY CARNATION RD SE,FALL CITY,WA,98024,08/14/2019 08:35:00 PM,08/14/2019 10:26:00 PM,16,Tuesday,POINT (-121.88744100000001 47.570304)
C18040454,09/14/2018 01:20:00 PM,Other,377,5300 Block 1ST AVE S,SEATTLE,WA,98108,01/17/2019 06:50:00 PM,02/21/2019 12:10:00 AM,13,Friday,POINT (-122.33422599999999 47.554684)
C19019560,05/22/2019 07:02:00 PM,Vehicle Recovery,311,27800 Block 151ST PL SE,KENT,WA,98042,05/24/2019 04:47:00 AM,05/24/2019 02:27:00 PM,19,Wednesday,POINT (-122.139714 47.35130600000001)
C18039622,09/08/2018 10:37:00 PM,Other,504,11000 Block 1ST AVE SW,SEATTLE,WA,98146,02/21/2019 12:03:00 AM,02/21/2019 12:04:00 AM,22,Saturday,POINT (-122.335052 47.504718)
C19001165,01/08/2019 04:00:00 PM,Theft of Vehicle,300,28600 Block BLACK DIAMOND RAVENSDALE RD SE,RAVENSDALE,WA,98051,01/11/2019 08:04:00 PM,02/21/2019 02:04:00 AM,16,Tuesday,
C19031311,08/16/2019 09:50:00 AM,Other,511,28700 Block 46TH AVE S,AUBURN,WA,98001,08/17/2019 05:45:00 PM,08/19/2019 07:57:00 PM,9,Friday,
C19032894,08/27/2019 09:18:00 PM,Other,322,1500 Block 3RD AVE,SEATTLE,WA,98101,08/29/2019 03:56:00 PM,08/29/2019 05:47:00 PM,21,Tuesday,POINT (-122.337838 47.609743)
C19040075,10/18/2019 11:30:00 PM,Property Crime,313,5700 Block S 129TH ST,SEATTLE,WA,98178,10/21/2019 05:06:00 PM,10/21/2019 06:57:00 PM,23,Friday,POINT (-122.261598 47.488205)
C18040475,09/14/2018 02:44:00 PM,Other,232,11800 Block 77TH AVE S,SEATTLE,WA,98178,01/17/2019 06:50:00 PM,02/21/2019 12:10:00 AM,14,Friday,POINT (-122.23688600000001 47.497385)
C19027866,07/22/2019 08:25:00 PM,Other,232,15700 Block 232ND AVE NE,WOODINVILLE,WA,98077,07/23/2019 08:35:00 AM,07/23/2019 04:17:00 PM,20,Monday,POINT (-122.029031 47.740979)
C19006514,02/19/2019 04:51:00 AM,Theft from Vehicle,288,28100 Block 37TH AVE S,AUBURN,WA,98001,02/20/2019 07:14:00 PM,04/06/2019 12:42:00 AM,4,Tuesday,POINT (-122.286666 47.349345)
C19042128,11/03/2019 04:25:00 PM,Other,503,11000 Block 2ND AVE S,SEATTLE,WA,98168,11/08/2019 05:35:00 PM,11/08/2019 07:27:00 PM,16,Sunday,POINT (-122.33107600000001 47.504019)
C18050136,11/18/2018 08:00:00 AM,Theft,330,30000 Block SE 208TH ST,MAPLE VALLEY,WA,98038,01/17/2019 07:27:00 PM,02/21/2019 01:14:00 AM,8,Sunday,POINT (-121.94461099999998 47.415956)
C19009428,03/11/2019 12:39:00 PM,Community Policing,561,11600 Block RAINIER AVE S,SEATTLE,WA,98178,03/12/2019 12:09:00 PM,03/12/2019 05:27:00 PM,12,Monday,POINT (-122.220554 47.49901)
C18055987,12/31/2018 09:56:00 PM,Breaking & Entering,274,20500 Block NE 126TH WAY,WOODINVILLE,WA,98077,02/21/2019 01:54:00 AM,06/07/2019 05:07:00 PM,21,Monday,POINT (-122.06574600000002 47.711314)
C19040687,10/23/2019 05:20:00 PM,Traffic,406,NE WOODINVILLE DUVALL PL & NE WOODINVILLE DUVALL RD,COTTAGE LAKE,WA,98077,10/24/2019 03:28:00 PM,10/24/2019 05:18:00 PM,17,Wednesday,POINT (-122.09232400000002 47.759929)
C18040045,09/11/2018 05:30:00 PM,Theft from Vehicle,288,SE AUBURN BLACK DIMOND RD & HWY 18,AUBURN,WA,,01/17/2019 06:49:00 PM,02/21/2019 12:08:00 AM,17,Tuesday,
C18053246,12/11/2018 04:00:00 PM,Other,236,SW 107TH ST & 16TH AVE SW,WHITE CENTER,WA,98146,02/21/2019 02:01:00 AM,02/21/2019 02:02:00 AM,16,Tuesday,POINT (-122.355106 47.507096)
C18043747,10/05/2018 05:30:00 AM,Theft from Vehicle,288,17600 Block 157TH AVE SE,RENTON,WA,98058,02/21/2019 12:28:00 AM,02/21/2019 12:29:00 AM,5,Friday,POINT (-122.133852 47.444284)
C19039417,10/14/2019 07:00:00 AM,Theft,284,19200 Block 200TH AVE SE,RENTON,WA,98058,10/15/2019 03:25:00 PM,10/15/2019 05:17:00 PM,7,Monday,POINT (-122.07445900000002 47.428022)
C19022942,06/16/2019 07:15:00 PM,Assault,112,6000 Block S 126TH ST,SEATTLE,WA,98178,06/17/2019 10:16:00 PM,06/18/2019 12:27:00 AM,19,Sunday,POINT (-122.25872700000001 47.490733)
C19028021,07/21/2019 10:26:00 PM,Weapons Offense,225,13600 Block 196TH AVE NE,WOODINVILLE,WA,98077,07/24/2019 09:16:00 PM,07/24/2019 11:57:00 PM,22,Sunday,POINT (-122.076825 47.722861)
C18055756,12/30/2018 11:00:00 AM,Breaking & Entering,274,23200 Block 244TH AVE SE,MAPLE VALLEY,WA,98038,02/09/2019 09:24:00 PM,02/21/2019 02:36:00 AM,11,Sunday,POINT (-122.01636200000002 47.394008)
C19014414,04/15/2019 08:30:00 AM,Breaking & Entering,274,17600 Block 134TH AVE SE,RENTON,WA,98058,04/16/2019 09:36:00 PM,04/19/2019 09:47:00 PM,8,Monday,POINT (-122.161098 47.445228)
C18034319,08/02/2018 08:59:00 PM,Property Crime,327,2800 Block SW ROXBURY ST,SEATTLE,WA,98126,01/10/2019 11:49:00 PM,01/11/2019 01:12:00 AM,20,Thursday,POINT (-122.36877500000001 47.517425)
C19032934,08/28/2019 07:49:00 AM,Vehicle Recovery,311,700 Block SW 110TH ST,SEATTLE,WA,98146,08/29/2019 03:46:00 PM,08/29/2019 05:36:00 PM,7,Wednesday,POINT (-122.343454 47.504831)
C19042362,11/01/2019 01:00:00 PM,Other,234,21400 Block SE FALCON WAY,KENT,WA,98042,11/06/2019 07:25:00 PM,11/06/2019 09:21:00 PM,13,Friday,POINT (-122.057016 47.332404)
C18050368,11/20/2018 07:39:00 PM,Drugs,204,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,01/17/2019 07:28:00 PM,04/04/2019 02:51:00 AM,19,Tuesday,POINT (-121.840364 47.516794)
C19020777,05/31/2019 05:45:00 PM,Assault,101,34400 Block 46TH AVE S,KENT,WA,98001,06/01/2019 12:48:00 PM,08/05/2019 09:37:00 PM,17,Friday,
C19009298,03/10/2019 10:33:00 AM,Other,377,20800 Block NE 141ST ST,WOODINVILLE,WA,98077,03/10/2019 07:55:00 PM,03/11/2019 05:27:00 PM,10,Sunday,POINT (-122.06073900000001 47.726535)
C18047369,10/30/2018 09:00:00 PM,Theft from Vehicle,288,11000 Block 16TH AVE SW,SEATTLE,WA,98146,01/17/2019 07:18:00 PM,02/21/2019 12:57:00 AM,21,Tuesday,POINT (-122.355136 47.50350600000001)
C19028457,07/24/2019 02:00:00 AM,Property Crime,182,4700 Block 354TH AVE SE,FALL CITY,WA,98024,07/31/2019 12:45:00 PM,07/31/2019 06:47:00 PM,2,Wednesday,POINT (-121.865682 47.559751)
C19024474,06/27/2019 02:30:00 PM,Other,511,1 Block & PIKE,SEATTLE,WA,98101,06/29/2019 12:05:00 AM,07/01/2019 10:26:00 PM,14,Thursday,
C19044895,11/22/2019 08:00:00 PM,Theft,284,31600 Block 23RD AVE S,FEDERAL WAY,WA,98003,11/27/2019 08:45:00 PM,11/27/2019 10:37:00 PM,20,Friday,POINT (-122.30411400000001 47.318496)
C18032890,07/24/2018 08:30:00 PM,Disorder,363,1200 Block 1ST AVE S,SEATTLE,WA,98134,01/10/2019 11:42:00 PM,02/20/2019 11:25:00 PM,20,Tuesday,POINT (-122.334239 47.592173)
C18053634,12/13/2018 05:00:00 PM,Theft,330,23700 Block SE 380TH ST,ENUMCLAW,WA,98022,01/17/2019 07:42:00 PM,02/21/2019 01:39:00 AM,17,Thursday,POINT (-122.026372 47.260167)
C19017912,05/10/2019 10:10:00 PM,Traffic,404,1 Block AVE S & RENTON AVE S,BRYN MAWR-SKYWAY,WA,98178,05/11/2019 11:26:00 AM,05/14/2019 08:28:00 PM,22,Friday,
C19033093,08/29/2019 10:27:00 AM,Traffic,404,17000 Block SE 272ND ST,COVINGTON,WA,98042,09/03/2019 09:06:00 PM,09/03/2019 10:56:00 PM,10,Thursday,POINT (-122.114904 47.358224)
C18035587,08/11/2018 12:01:00 AM,Vehicle Recovery,311,4800 Block S 352ND ST,AUBURN,WA,98001,01/10/2019 11:59:00 PM,02/20/2019 11:38:00 PM,0,Saturday,POINT (-122.27331800000002 47.286169)
C18039525,09/07/2018 03:30:00 PM,Breaking & Entering,271,11000 Block 16TH AVE SW,SEATTLE,WA,98146,02/21/2019 12:03:00 AM,02/21/2019 12:04:00 AM,15,Friday,POINT (-122.355136 47.50350600000001)
C18037537,08/18/2018 10:00:00 AM,Theft,289,1300 Block 271ST PL SE,SAMMAMISH,WA,98075,02/21/2019 12:47:00 AM,02/21/2019 12:48:00 AM,10,Saturday,POINT (-121.97772100000002 47.596388)
C19028973,07/30/2019 12:54:00 PM,Other,377,22900 Block 105TH AVE SE,WOODINVILLE,WA,98077,07/31/2019 08:26:00 PM,07/31/2019 10:37:00 PM,12,Tuesday,POINT (-122.090164 47.789277)
C19010168,03/16/2019 07:37:00 PM,Death,222,19400 Block 136TH PL SE,RENTON,WA,98058,03/18/2019 11:06:00 PM,03/22/2019 06:59:00 PM,19,Saturday,POINT (-122.15923499999998 47.427477)
C19025473,06/27/2019 12:00:00 AM,Other,503,22000 Block 104TH PL SE,KENT,WA,98031,07/08/2019 05:16:00 PM,07/23/2019 06:58:00 PM,0,Thursday,POINT (-122.201573 47.40439)
C18034085,07/31/2018 06:30:00 PM,Breaking & Entering,271,12600 Block RENTON AVE S,SEATTLE,WA,98178,01/10/2019 11:53:00 PM,02/20/2019 11:34:00 PM,18,Tuesday,POINT (-122.240022 47.491382)
C18054911,12/22/2018 04:00:00 PM,Theft,330,3800 Block S 307TH PL,AUBURN,WA,98001,01/17/2019 07:46:00 PM,02/21/2019 01:45:00 AM,16,Saturday,POINT (-122.28380600000001 47.326269)
C18045415,10/17/2018 09:32:00 PM,Other,377,10200 Block 1ST AVE NE,SEATTLE,WA,98125,02/21/2019 12:37:00 AM,02/21/2019 12:39:00 AM,21,Wednesday,POINT (-122.32850999999998 47.70236500000001)
C19013882,04/08/2019 02:01:00 PM,Other,377,KING CO COURTHOUSE,SEATTLE,WA,98104,04/18/2019 03:25:00 PM,04/18/2019 07:08:00 PM,14,Monday,
C19027491,07/19/2019 04:00:00 AM,Theft from Vehicle,288,1700 Block SW 106TH ST,SEATTLE,WA,98146,07/20/2019 09:45:00 PM,07/22/2019 06:08:00 PM,4,Friday,POINT (-122.35644499999998 47.508579)
C18037445,08/24/2018 05:39:00 AM,Property Crime,334,11000 Block 16TH AVE SW,SEATTLE,WA,98146,01/17/2019 05:59:00 PM,02/20/2019 11:51:00 PM,5,Friday,POINT (-122.355136 47.50350600000001)
C19022533,06/13/2019 02:13:00 PM,Other,236,4400 Block S 308TH ST,AUBURN,WA,98001,06/14/2019 08:56:00 PM,06/14/2019 11:17:00 PM,14,Thursday,POINT (-122.277959 47.325852)
C18033400,07/27/2018 09:00:00 PM,Theft,287,9600 Block 28TH AVE SW,SEATTLE,WA,98126,01/10/2019 11:50:00 PM,02/20/2019 11:31:00 PM,21,Friday,POINT (-122.368637 47.517422)
C18043784,10/06/2018 04:53:00 PM,Traffic,399,1800 Block A ST SE,AUBURN,WA,98002,02/21/2019 12:28:00 AM,02/21/2019 12:29:00 AM,16,Saturday,POINT (-122.22894100000002 47.292308)
C19037755,10/01/2019 06:00:00 PM,Theft of Vehicle,300,9800 Block 17TH AVE SW,SEATTLE,WA,98106,10/03/2019 03:45:00 PM,10/14/2019 10:56:00 PM,18,Tuesday,POINT (-122.35649100000002 47.5152)
C18051987,12/03/2018 05:00:00 AM,Other,232,21600 Block NE 133RD ST,WOODINVILLE,WA,98077,01/17/2019 07:32:00 PM,02/21/2019 01:26:00 AM,5,Monday,POINT (-122.04993900000001 47.718601)
C18038760,09/02/2018 07:00:00 PM,Other,324,9600 Block 28TH AVE SW,SEATTLE,WA,98126,01/17/2019 06:44:00 PM,02/20/2019 11:58:00 PM,19,Sunday,POINT (-122.368637 47.517422)
C18042184,09/26/2018 01:45:00 PM,Other,511,S JACKSON ST & 7TH AVE S,SEATTLE,WA,98104,01/17/2019 06:58:00 PM,02/21/2019 12:20:00 AM,13,Wednesday,POINT (-122.323752 47.599185)
C19032547,08/24/2019 06:00:00 PM,Breaking & Entering,274,12300 Block 318TH AVE NE,DUVALL,WA,98019,08/27/2019 09:36:00 PM,08/27/2019 11:26:00 PM,18,Saturday,POINT (-121.91412099999998 47.707453)
C19026859,07/03/2019 12:00:00 AM,Other Sexual Offense,150,500 Block 3RD AVE,SEATTLE,WA,98104,07/16/2019 07:05:00 PM,07/16/2019 09:06:00 PM,0,Wednesday,POINT (-122.330777 47.602031)
C19043245,11/11/2019 07:27:00 PM,Theft,287,9600 Block 28TH AVE SW,SEATTLE,WA,98126,11/13/2019 04:45:00 PM,11/13/2019 05:47:00 PM,19,Monday,POINT (-122.368637 47.517422)
C19000547,01/04/2019 10:35:00 PM,Traffic,424,14600 Block AURORA AVE N,SHORELINE,WA,98133,02/21/2019 02:00:00 AM,02/21/2019 02:01:00 AM,22,Friday,POINT (-122.34504900000002 47.735435)
C19042274,10/31/2019 12:00:00 AM,Theft,330,19200 Block SE 62ND PL,ISSAQUAH,WA,98027,11/07/2019 08:15:00 PM,11/07/2019 10:07:00 PM,0,Thursday,POINT (-122.08373700000001 47.546423)
C19000471,01/04/2019 01:07:00 PM,Weapons Offense,221,S 96TH ST & DES MOINES MEMORIAL DR,BURIEN,WA,98108,01/11/2019 07:24:00 PM,02/21/2019 02:04:00 AM,13,Friday,POINT (-122.31543600000002 47.517049)
C19021558,06/05/2019 04:10:00 PM,Theft,284,1 Block AVE & E YESLER WAY,SEATTLE,WA,98122,06/07/2019 01:06:00 AM,06/07/2019 06:07:00 PM,16,Wednesday,
C19000324,01/03/2019 11:11:00 AM,Other,377,SW 98TH ST & 14TH AVE SW,WHITE CENTER,WA,98106,02/21/2019 01:56:00 AM,02/21/2019 01:57:00 AM,11,Thursday,POINT (-122.352845 47.515555)
C19017188,05/06/2019 06:36:00 AM,Other,360,32100 Block THOMAS RD SE,AUBURN,WA,98092,05/06/2019 08:14:00 PM,05/07/2019 12:03:00 AM,6,Monday,POINT (-122.09663399999998 47.313863)
C18048287,04/02/2018 08:57:00 AM,Other Sexual Offense,150,S DEARBORN ST & 5TH AVE S,SEATTLE,WA,98134,02/21/2019 01:34:00 AM,02/21/2019 01:35:00 AM,8,Monday,
C18040353,09/13/2018 07:58:00 PM,Death,222,19300 Block 176TH AVE NE,WOODINVILLE,WA,98072,02/21/2019 12:11:00 AM,02/21/2019 12:12:00 AM,19,Thursday,POINT (-122.104918 47.767099)
C19019539,02/01/2019 12:01:00 AM,Other,166,7600 Block N FORK RD SE,SNOQUALMIE,WA,98065,05/29/2019 04:35:00 AM,05/29/2019 10:06:00 PM,0,Friday,POINT (-121.76424199999998 47.532072)
C19039327,10/14/2003 12:00:00 PM,Other Sexual Offense,147,15900 Block AVONDALE RD NE,WOODINVILLE,WA,98077,10/15/2019 03:46:00 PM,10/15/2019 05:37:00 PM,12,Tuesday,
C19045875,12/01/2019 05:03:00 PM,Traffic,404,SW 100TH ST & 15TH AVE SW,WHITE CENTER,WA,98146,12/03/2019 10:25:00 PM,12/03/2019 11:07:00 PM,17,Sunday,POINT (-122.353902 47.513711)
C19029095,07/31/2019 09:15:00 AM,Other,511,1 Block AVE & PIKE ST,SEATTLE,WA,98101,08/01/2019 12:55:00 AM,08/01/2019 07:43:00 PM,9,Wednesday,
C19014267,04/13/2019 03:30:00 PM,Breaking & Entering,271,SW 100TH ST & 14TH AVE SW,WHITE CENTER,WA,98106,04/15/2019 01:26:00 AM,04/17/2019 12:57:00 AM,15,Saturday,POINT (-122.352697 47.513729)
C19011048,03/22/2019 04:20:00 PM,Drugs,200,13000 Block 48TH AVE S,SEATTLE,WA,98168,03/24/2019 06:27:00 PM,08/21/2019 07:59:00 PM,16,Friday,POINT (-122.26642400000001 47.488544)
C19037329,09/28/2019 11:55:00 AM,Breaking & Entering,274,10800 Block 4TH PL SW,SEATTLE,WA,98146,10/02/2019 09:16:00 PM,10/02/2019 11:10:00 PM,11,Saturday,POINT (-122.339839 47.506397)
C19042031,11/02/2019 06:58:00 PM,Other,162,14200 Block 439TH AVE SE,NORTH BEND,WA,98045,11/04/2019 05:15:00 PM,11/04/2019 07:08:00 PM,18,Saturday,POINT (-121.754455 47.472049)
C19002895,01/18/2019 10:00:00 AM,Property Crime,182,28100 Block 197TH AVE SE,KENT,WA,98042,01/30/2019 05:47:00 PM,02/21/2019 02:30:00 AM,10,Friday,POINT (-122.07942600000001 47.350027)
C19029958,08/06/2019 04:02:00 PM,Vehicle Recovery,311,12600 Block 68TH AVE S,SEATTLE,WA,98178,08/07/2019 03:39:00 AM,08/07/2019 05:10:00 PM,16,Tuesday,POINT (-122.24914500000001 47.490398)
C19046827,12/08/2019 07:46:00 AM,Vehicle Recovery,311,4800 Block S 311TH CT,AUBURN,WA,98001,12/10/2019 10:55:00 PM,12/11/2019 12:46:00 AM,7,Sunday,POINT (-122.27443100000002 47.32268)
C19003202,01/16/2019 12:00:00 AM,Other,503,400 Block 4TH AVE N,KENT,WA,98032,07/02/2019 06:55:00 PM,07/02/2019 10:16:00 PM,0,Wednesday,POINT (-122.23734599999999 47.384732)
C19002487,01/18/2019 02:37:00 AM,Property Crime,332,14400 Block SE PETROVITSKY RD,RENTON,WA,98058,01/30/2019 05:47:00 PM,02/21/2019 02:30:00 AM,2,Friday,POINT (-122.148381 47.444038)
C19024591,06/28/2019 11:12:00 AM,Property Crime,182,7100 Block S 129TH PL,SEATTLE,WA,98178,06/29/2019 09:46:00 PM,07/01/2019 09:46:00 PM,11,Friday,POINT (-122.24509200000001 47.487123)
C18040200,09/13/2018 06:33:00 PM,Drugs,200,19800 Block 136TH AVE NE,WOODINVILLE,WA,98072,01/17/2019 07:03:00 PM,05/16/2019 04:00:00 AM,18,Thursday,POINT (-122.15856100000002 47.771031)
